,datetimeepoch,temp,feelslike,humidity,dew,precip,windspeed,visibilty,cloudcover,conditions,date,hr,datetime,instant,dteday,season,yr,mnth,hr-2,holiday,weekday,workingday,weathersit,temp-2,atemp,hum,windspeed-2,casual,registered,cnt,datetime-2
17043,1355792400,53.5,53.5,92.82,51.5,0.0,8.4,6.1,100.0,Overcast,20121218,20,2012121820,17066,20121218,4,1,12,20,0,2,1,1,0.36,0.3333,0.5,0.2537,4,264,268,2012121820
17044,1355796000,53.6,53.6,92.82,51.5,0.0,6.0,3.7,100.0,Overcast,20121218,21,2012121821,17067,20121218,4,1,12,21,0,2,1,1,0.36,0.3485,0.5,0.2239,9,159,168,2012121821
17045,1355799600,53.3,53.3,95.24,51.9,0.01,7.6,2.9,100.0,"Rain, Overcast",20121218,22,2012121822,17068,20121218,4,1,12,22,0,2,1,1,0.34,0.3333,0.49,0.0,5,127,132,2012121822
17046,1355803200,53.6,53.6,94.07,52.0,0.01,8.5,3.1,100.0,"Rain, Overcast",20121218,23,2012121823,17069,20121218,4,1,12,23,0,2,1,1,0.34,0.3485,0.49,0.0896,1,80,81,2012121823
17047,1355806800,53.3,53.3,94.17,51.7,0.02,8.1,5.2,100.0,"Rain, Overcast",20121218,0,201212180,17046,20121218,4,1,12,0,0,2,1,2,0.44,0.4394,0.94,0.1343,0,18,18,201212180
17048,1355810400,55.1,55.1,93.67,53.3,0.0,5.5,7.7,100.0,Overcast,20121218,1,201212181,17047,20121218,4,1,12,1,0,2,1,2,0.44,0.4394,0.94,0.1343,0,15,15,201212181
17049,1355814000,55.1,55.1,89.44,52.1,0.0,9.3,8.8,100.0,Overcast,20121218,2,201212182,17048,20121218,4,1,12,2,0,2,1,2,0.44,0.4394,0.88,0.2239,2,5,7,201212182
17050,1355817600,55.1,55.1,89.6,52.1,0.0,8.0,9.9,99.6,Overcast,20121218,3,201212183,17049,20121218,4,1,12,3,0,2,1,1,0.42,0.4242,0.88,0.19399999999999998,0,5,5,201212183
17051,1355821200,53.1,53.1,85.08,48.8,0.0,7.2,9.9,50.0,Partially cloudy,20121218,4,201212184,17050,20121218,4,1,12,4,0,2,1,1,0.42,0.4242,0.82,0.1642,3,5,8,201212184
17052,1355824800,50.1,50.1,89.21,47.0,0.0,5.0,9.8,29.4,Partially cloudy,20121218,5,201212185,17051,20121218,4,1,12,5,0,2,1,1,0.38,0.3939,0.87,0.0896,0,36,36,201212185
17053,1355828400,48.6,45.3,93.74,46.9,0.0,7.3,8.6,53.7,Partially cloudy,20121218,6,201212186,17052,20121218,4,1,12,6,0,2,1,1,0.36,0.3485,0.93,0.1642,1,117,118,201212186
17054,1355832000,48.1,45.5,94.04,46.5,0.0,5.8,6.8,42.0,Partially cloudy,20121218,7,201212187,17053,20121218,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343,4,351,355,201212187
17055,1355835600,49.9,49.9,93.51,48.1,0.0,0.5,7.8,90.0,Partially cloudy,20121218,8,201212188,17054,20121218,4,1,12,8,0,2,1,1,0.38,0.3939,0.94,0.0,10,652,662,201212188
17056,1355839200,51.3,51.3,90.27,48.5,0.0,3.4,8.7,82.7,Partially cloudy,20121218,9,201212189,17055,20121218,4,1,12,9,0,2,1,1,0.4,0.4091,0.87,0.0896,19,307,326,201212189
17057,1355842800,55.6,55.6,77.17,48.5,0.0,3.7,9.9,44.6,Partially cloudy,20121218,10,2012121810,17056,20121218,4,1,12,10,0,2,1,1,0.44,0.4394,0.77,0.0896,22,162,184,2012121810
17058,1355846400,58.7,58.7,63.42,46.4,0.0,9.1,9.9,47.6,Partially cloudy,20121218,11,2012121811,17057,20121218,4,1,12,11,0,2,1,1,0.48,0.4697,0.63,0.2239,58,211,269,2012121811
17059,1355850000,60.7,60.7,48.62,41.2,0.0,15.5,9.9,44.6,Partially cloudy,20121218,12,2012121812,17058,20121218,4,1,12,12,0,2,1,3,0.48,0.4697,0.48,0.2537,49,264,313,2012121812
17060,1355853600,60.3,60.3,43.04,37.7,0.0,12.0,9.9,87.7,Partially cloudy,20121218,13,2012121813,17059,20121218,4,1,12,13,0,2,1,1,0.5,0.4848,0.42,0.2836,51,235,286,2012121813
17061,1355857200,57.5,57.5,47.49,37.7,0.0,18.8,9.9,84.4,Partially cloudy,20121218,14,2012121814,17060,20121218,4,1,12,14,0,2,1,1,0.46,0.4545,0.47,0.4478,56,191,247,2012121814
17062,1355860800,56.8,56.8,44.16,35.2,0.0,21.1,9.9,81.1,Partially cloudy,20121218,15,2012121815,17061,20121218,4,1,12,15,0,2,1,1,0.46,0.4545,0.44,0.4925,28,218,246,2012121815
17063,1355864400,54.9,54.9,41.96,32.2,0.0,19.3,9.9,48.2,Partially cloudy,20121218,16,2012121816,17062,20121218,4,1,12,16,0,2,1,1,0.44,0.4394,0.41,0.4627,40,323,363,2012121816
17064,1355868000,51.7,51.7,47.11,32.2,0.0,18.3,9.9,48.2,Partially cloudy,20121218,17,2012121817,17063,20121218,4,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,39,533,572,2012121817
17065,1355871600,49.8,44.6,47.51,30.6,0.0,14.1,9.9,24.4,Partially cloudy,20121218,18,2012121818,17064,20121218,4,1,12,18,0,2,1,1,0.38,0.3939,0.46,0.3284,13,512,525,2012121818
17066,1355875200,49.7,44.1,47.64,30.6,0.0,15.5,9.9,24.4,Partially cloudy,20121219,19,2012121919,17089,20121219,4,1,12,19,0,3,1,1,0.38,0.3939,0.5,0.3881,7,329,336,2012121919
17067,1355878800,47.8,43.2,50.98,30.6,0.0,10.5,9.9,0.0,Clear,20121219,20,2012121920,17090,20121219,4,1,12,20,0,3,1,1,0.36,0.3485,0.57,0.2239,10,231,241,2012121920
17068,1355882400,47.7,43.4,50.11,30.1,0.0,9.5,9.9,0.0,Clear,20121219,21,2012121921,17091,20121219,4,1,12,21,0,3,1,1,0.34,0.3182,0.61,0.2239,4,164,168,2012121921
17069,1355886000,46.0,42.9,50.75,28.8,0.0,6.1,9.9,0.0,Clear,20121219,22,2012121922,17092,20121219,4,1,12,22,0,3,1,1,0.34,0.3485,0.61,0.0896,12,117,129,2012121922
17070,1355889600,45.8,44.3,51.41,28.8,0.0,3.7,9.9,0.0,Clear,20121219,23,2012121923,17093,20121219,4,1,12,23,0,3,1,1,0.32,0.3333,0.66,0.1343,4,84,88,2012121923
17071,1355893200,42.6,41.0,61.04,30.1,0.0,3.2,9.9,0.0,Clear,20121219,0,201212190,17070,20121219,4,1,12,0,0,3,1,1,0.3,0.3182,0.61,0.0,6,35,41,201212190
17072,1355896800,42.0,40.3,67.01,31.8,0.0,3.3,9.9,0.0,Clear,20121219,1,201212191,17071,20121219,4,1,12,1,0,3,1,1,0.3,0.3182,0.65,0.0896,1,14,15,201212191
17073,1355900400,40.3,40.3,67.66,30.4,0.0,3.0,9.9,0.0,Clear,20121219,2,201212192,17072,20121219,4,1,12,2,0,3,1,1,0.28,0.303,0.65,0.0896,1,2,3,201212192
17074,1355904000,38.9,34.9,75.28,31.8,0.0,5.4,9.9,46.6,Partially cloudy,20121219,3,201212193,17073,20121219,4,1,12,3,0,3,1,1,0.26,0.2727,0.75,0.1343,0,5,5,201212193
17075,1355907600,36.7,32.5,76.39,30.0,0.0,5.2,9.9,24.4,Partially cloudy,20121219,4,201212194,17074,20121219,4,1,12,4,0,3,1,1,0.24,0.2424,0.75,0.1343,1,6,7,201212194
17076,1355911200,38.2,38.2,77.16,31.7,0.0,3.0,9.9,24.4,Partially cloudy,20121219,5,201212195,17075,20121219,4,1,12,5,0,3,1,1,0.26,0.2879,0.75,0.0896,2,29,31,201212195
17077,1355914800,36.9,34.6,76.58,30.2,0.0,3.2,9.9,24.4,Partially cloudy,20121219,6,201212196,17076,20121219,4,1,12,6,0,3,1,1,0.24,0.2576,0.75,0.0896,3,109,112,201212196
17078,1355918400,38.2,34.0,77.09,31.7,0.0,5.5,9.9,51.4,Partially cloudy,20121219,7,201212197,17077,20121219,4,1,12,7,0,3,1,1,0.26,0.2727,0.75,0.1343,3,360,363,201212197
17079,1355922000,37.0,33.6,86.8,33.4,0.0,4.2,9.9,52.0,Partially cloudy,20121219,8,201212198,17078,20121219,4,1,12,8,0,3,1,1,0.24,0.2576,0.87,0.1045,13,665,678,201212198
17080,1355925600,40.8,37.8,76.1,33.9,0.0,4.5,9.9,44.6,Partially cloudy,20121219,9,201212199,17079,20121219,4,1,12,9,0,3,1,1,0.28,0.2879,0.75,0.1045,8,309,317,201212199
17081,1355929200,44.7,42.6,68.87,35.1,0.0,4.2,9.9,27.3,Partially cloudy,20121219,10,2012121910,17080,20121219,4,1,12,10,0,3,1,1,0.32,0.3333,0.7,0.1045,17,147,164,2012121910
17082,1355932800,51.7,51.7,53.17,35.2,0.0,9.0,9.9,44.6,Partially cloudy,20121219,11,2012121911,17081,20121219,4,1,12,11,0,3,1,1,0.4,0.4091,0.54,0.2239,31,169,200,2012121911
17083,1355936400,51.8,51.8,53.23,35.3,0.0,11.6,9.9,89.3,Partially cloudy,20121219,12,2012121912,17082,20121219,4,1,12,12,0,3,1,1,0.4,0.4091,0.54,0.2836,33,203,236,2012121912
17084,1355940000,53.1,53.1,50.6,35.3,0.0,8.6,9.9,89.3,Partially cloudy,20121219,13,2012121913,17083,20121219,4,1,12,13,0,3,1,1,0.42,0.4242,0.5,0.19399999999999998,30,183,213,2012121913
17085,1355943600,53.5,53.5,50.67,35.7,0.0,8.7,9.9,89.3,Partially cloudy,20121219,14,2012121914,17084,20121219,4,1,12,14,0,3,1,1,0.42,0.4242,0.5,0.19399999999999998,33,185,218,2012121914
17086,1355947200,53.5,53.5,50.66,35.7,0.0,11.2,9.9,90.1,Overcast,20121219,15,2012121915,17085,20121219,4,1,12,15,0,3,1,1,0.42,0.4242,0.5,0.2836,28,209,237,2012121915
17087,1355950800,53.5,53.5,49.76,35.2,0.0,14.9,9.9,89.7,Partially cloudy,20121219,16,2012121916,17086,20121219,4,1,12,16,0,3,1,1,0.42,0.4242,0.5,0.3582,37,297,334,2012121916
17088,1355954400,51.7,51.7,49.61,33.5,0.0,15.4,9.9,24.4,Partially cloudy,20121219,17,2012121917,17087,20121219,4,1,12,17,0,3,1,1,0.4,0.4091,0.5,0.3881,26,536,562,2012121917
17089,1355958000,49.8,44.6,50.28,32.1,0.0,14.3,9.9,24.4,Partially cloudy,20121219,18,2012121918,17088,20121219,4,1,12,18,0,3,1,1,0.38,0.3939,0.5,0.3582,23,546,569,2012121918
17090,1355961600,49.7,44.2,50.71,32.1,0.0,15.1,9.9,24.4,Partially cloudy,20121220,19,2012122019,17113,20121220,4,1,12,19,0,4,1,3,0.34,0.3182,0.71,0.2537,3,115,118,2012122019
17091,1355965200,48.1,44.1,56.61,33.4,0.0,9.1,9.9,24.4,Partially cloudy,20121220,20,2012122020,17114,20121220,4,1,12,20,0,4,1,3,0.34,0.3333,0.76,0.1642,1,49,50,2012122020
17092,1355968800,46.2,41.8,61.51,33.7,0.0,8.8,9.9,24.4,Partially cloudy,20121220,21,2012122021,17115,20121220,4,1,12,21,0,4,1,3,0.34,0.3333,0.76,0.1642,1,25,26,2012122021
17093,1355972400,45.5,44.2,62.93,33.6,0.0,3.4,9.9,44.6,Partially cloudy,20121220,22,2012122022,17116,20121220,4,1,12,22,0,4,1,3,0.34,0.3333,0.87,0.19399999999999998,1,20,21,2012122022
17094,1355976000,43.6,40.5,66.61,33.2,0.0,5.2,9.9,24.4,Partially cloudy,20121220,23,2012122023,17117,20121220,4,1,12,23,0,4,1,3,0.4,0.4091,0.82,0.2985,0,13,13,2012122023
17095,1355979600,43.3,40.1,63.71,31.8,0.0,5.4,9.9,0.0,Clear,20121220,0,201212200,17094,20121220,4,1,12,0,0,4,1,1,0.32,0.3333,0.61,0.1343,2,40,42,201212200
17096,1355983200,43.4,43.4,66.98,33.2,0.0,0.0,9.9,79.3,Partially cloudy,20121220,1,201212201,17095,20121220,4,1,12,1,0,4,1,1,0.32,0.3485,0.66,0.0,1,19,20,201212201
17097,1355986800,43.7,43.7,66.45,33.2,0.0,0.3,9.9,79.3,Partially cloudy,20121220,2,201212202,17096,20121220,4,1,12,2,0,4,1,1,0.32,0.3485,0.66,0.0,2,6,8,201212202
17098,1355990400,42.4,40.8,71.17,33.7,0.0,3.2,9.9,89.1,Partially cloudy,20121220,3,201212203,17097,20121220,4,1,12,3,0,4,1,2,0.3,0.3182,0.7,0.0896,1,3,4,201212203
17099,1355994000,42.4,40.7,71.22,33.7,0.0,3.3,9.9,89.1,Partially cloudy,20121220,4,201212204,17098,20121220,4,1,12,4,0,4,1,2,0.3,0.3182,0.7,0.0896,0,6,6,201212204
17100,1355997600,42.4,39.7,70.19,33.4,0.0,4.4,9.9,89.1,Partially cloudy,20121220,5,201212205,17099,20121220,4,1,12,5,0,4,1,2,0.3,0.3182,0.7,0.1045,0,35,35,201212205
17101,1356001200,42.2,42.2,67.03,32.0,0.0,0.0,9.9,89.1,Partially cloudy,20121220,6,201212206,17100,20121220,4,1,12,6,0,4,1,2,0.3,0.3333,0.65,0.0,4,114,118,201212206
17102,1356004800,42.1,42.1,70.82,33.3,0.0,0.2,9.9,89.1,Partially cloudy,20121220,7,201212207,17101,20121220,4,1,12,7,0,4,1,2,0.3,0.3333,0.7,0.0,4,346,350,201212207
17103,1356008400,41.8,41.8,72.65,33.6,0.0,0.0,9.9,89.1,Partially cloudy,20121220,8,201212208,17102,20121220,4,1,12,8,0,4,1,2,0.3,0.3333,0.7,0.0,14,585,599,201212208
17104,1356012000,42.4,42.4,70.7,33.5,0.0,0.2,9.9,89.1,Partially cloudy,20121220,9,201212209,17103,20121220,4,1,12,9,0,4,1,2,0.3,0.3333,0.7,0.0,14,303,317,201212209
17105,1356015600,44.5,43.0,65.26,33.5,0.0,3.5,9.9,91.1,Overcast,20121220,10,2012122010,17104,20121220,4,1,12,10,0,4,1,2,0.32,0.3333,0.66,0.0,23,138,161,2012122010
17106,1356019200,46.1,41.5,57.68,32.0,0.0,9.4,9.9,91.1,Overcast,20121220,11,2012122011,17105,20121220,4,1,12,11,0,4,1,2,0.34,0.3182,0.57,0.2239,22,168,190,2012122011
17107,1356022800,47.9,44.7,53.59,31.9,0.0,7.0,9.9,89.1,Partially cloudy,20121220,12,2012122012,17106,20121220,4,1,12,12,0,4,1,2,0.36,0.3485,0.53,0.1642,31,181,212,2012122012
17108,1356026400,47.9,44.1,56.52,33.2,0.0,8.1,9.9,89.1,Partially cloudy,20121220,13,2012122013,17107,20121220,4,1,12,13,0,4,1,2,0.36,0.3485,0.57,0.19399999999999998,46,171,217,2012122013
17109,1356030000,47.7,43.9,53.9,31.9,0.0,8.2,9.9,90.1,Overcast,20121220,14,2012122014,17108,20121220,4,1,12,14,0,4,1,2,0.36,0.3485,0.53,0.19399999999999998,43,171,214,2012122014
17110,1356033600,46.5,41.7,56.5,31.8,0.0,10.0,9.9,94.7,Overcast,20121220,15,2012122015,17109,20121220,4,1,12,15,0,4,1,2,0.34,0.3333,0.57,0.19399999999999998,33,216,249,2012122015
17111,1356037200,46.1,40.7,56.41,31.4,0.0,11.6,9.9,90.7,Overcast,20121220,16,2012122016,17110,20121220,4,1,12,16,0,4,1,2,0.34,0.303,0.53,0.3284,21,281,302,2012122016
17112,1356040800,46.1,41.9,65.76,35.3,0.0,8.2,9.9,93.8,Overcast,20121220,17,2012122017,17111,20121220,4,1,12,17,0,4,1,2,0.34,0.3333,0.66,0.19399999999999998,25,450,475,2012122017
17113,1356044400,46.5,41.5,69.72,37.1,0.0,10.4,9.9,94.6,Overcast,20121220,18,2012122018,17112,20121220,4,1,12,18,0,4,1,2,0.34,0.3333,0.71,0.19399999999999998,22,359,381,2012122018
17114,1356048000,46.1,41.1,71.04,37.2,0.0,10.4,9.9,100.0,Overcast,20121221,19,2012122119,17137,20121221,1,1,12,19,0,5,1,1,0.28,0.2576,0.45,0.2985,5,148,153,2012122119
17115,1356051600,46.0,41.3,76.81,39.1,0.03,9.2,5.4,100.0,"Rain, Overcast",20121221,20,2012122120,17138,20121221,1,1,12,20,0,5,1,1,0.28,0.2727,0.41,0.2537,8,104,112,2012122120
17116,1356055200,46.0,44.5,87.22,42.5,0.06,3.8,5.1,100.0,"Rain, Overcast",20121221,21,2012122121,17139,20121221,1,1,12,21,0,5,1,1,0.26,0.2273,0.41,0.4179,2,68,70,2012122121
17117,1356058800,46.6,41.9,91.62,44.3,0.19,9.8,3.8,100.0,"Rain, Overcast",20121221,22,2012122122,17140,20121221,1,1,12,22,0,5,1,1,0.26,0.2273,0.44,0.2985,6,57,63,2012122122
17118,1356062400,51.3,51.3,84.67,46.8,0.1,13.1,4.9,100.0,"Rain, Overcast",20121221,23,2012122123,17141,20121221,1,1,12,23,0,5,1,1,0.26,0.2424,0.44,0.2836,1,39,40,2012122123
17119,1356066000,53.2,53.2,89.26,50.1,0.12,13.1,3.2,100.0,"Rain, Overcast",20121221,0,201212210,17118,20121221,1,1,12,0,0,5,1,3,0.42,0.4242,0.88,0.2985,0,17,17,201212210
17120,1356069600,55.5,55.5,88.04,52.0,0.1,16.3,3.9,100.0,"Rain, Overcast",20121221,1,201212211,17119,20121221,1,1,12,1,0,5,1,3,0.44,0.4394,0.88,0.3881,2,7,9,201212211
17121,1356073200,57.4,57.4,87.91,53.8,0.08,20.8,7.1,100.0,"Rain, Overcast",20121221,2,201212212,17120,20121221,1,1,12,2,0,5,1,3,0.46,0.4545,0.94,0.3881,0,3,3,201212212
17122,1356076800,57.4,57.4,92.34,55.2,0.1,11.5,9.9,100.0,"Rain, Overcast",20121221,3,201212213,17121,20121221,1,1,12,3,0,5,1,3,0.46,0.4545,0.94,0.3881,0,3,3,201212213
17123,1356080400,53.3,53.3,83.24,48.3,0.01,15.7,9.9,100.0,"Rain, Overcast",20121221,4,201212214,17122,20121221,1,1,12,4,0,5,1,2,0.36,0.3182,0.71,0.4925,1,5,6,201212214
17124,1356084000,46.6,39.7,74.98,39.1,0.0,17.5,9.9,100.0,Overcast,20121221,5,201212215,17123,20121221,1,1,12,5,0,5,1,2,0.34,0.303,0.76,0.4179,0,13,13,201212215
17125,1356087600,46.1,37.8,58.51,32.3,0.0,23.6,9.9,100.0,Overcast,20121221,6,201212216,17124,20121221,1,1,12,6,0,5,1,2,0.34,0.2879,0.57,0.5821,4,76,80,201212216
17126,1356091200,44.5,39.7,58.0,30.7,0.0,8.8,9.9,100.0,Overcast,20121221,7,201212217,17125,20121221,1,1,12,7,0,5,1,2,0.32,0.3182,0.57,0.19399999999999998,3,205,208,201212217
17127,1356094800,44.1,38.1,57.62,30.1,0.0,11.7,9.9,100.0,Overcast,20121221,8,201212218,17126,20121221,1,1,12,8,0,5,1,2,0.32,0.303,0.57,0.2836,8,464,472,201212218
17128,1356098400,44.1,35.3,46.99,25.1,0.0,22.4,9.9,100.0,Overcast,20121221,9,201212219,17127,20121221,1,1,12,9,0,5,1,2,0.32,0.2727,0.45,0.5522,2,265,267,201212219
17129,1356102000,44.2,36.1,43.25,23.2,0.0,19.1,9.9,86.5,Partially cloudy,20121221,10,2012122110,17128,20121221,1,1,12,10,0,5,1,1,0.32,0.2879,0.42,0.4627,8,146,154,2012122110
17130,1356105600,44.1,36.5,43.03,23.1,0.0,17.3,9.9,99.2,Overcast,20121221,11,2012122111,17129,20121221,1,1,12,11,0,5,1,2,0.32,0.2879,0.42,0.4179,12,150,162,2012122111
17131,1356109200,44.1,37.1,40.65,21.7,0.0,14.8,9.9,99.2,Overcast,20121221,12,2012122112,17130,20121221,1,1,12,12,0,5,1,2,0.32,0.2879,0.39,0.3582,25,199,224,2012122112
17132,1356112800,44.0,36.5,40.67,21.6,0.0,16.9,9.9,99.2,Overcast,20121221,13,2012122113,17131,20121221,1,1,12,13,0,5,1,2,0.32,0.2879,0.39,0.4179,26,214,240,2012122113
17133,1356116400,44.0,36.1,40.61,21.6,0.0,18.5,9.9,96.6,Overcast,20121221,14,2012122114,17132,20121221,1,1,12,14,0,5,1,2,0.32,0.2879,0.39,0.4478,20,199,219,2012122114
17134,1356120000,42.7,35.1,41.94,21.2,0.0,15.9,9.9,94.3,Overcast,20121221,15,2012122115,17133,20121221,1,1,12,15,0,5,1,2,0.3,0.2727,0.42,0.3881,29,234,263,2012122115
17135,1356123600,42.7,35.5,39.59,19.8,0.0,14.2,9.9,99.2,Overcast,20121221,16,2012122116,17134,20121221,1,1,12,16,0,5,1,2,0.3,0.2727,0.39,0.3284,28,253,281,2012122116
17136,1356127200,39.4,31.4,54.38,24.3,0.0,14.3,9.9,92.1,Overcast,20121221,17,2012122117,17135,20121221,1,1,12,17,0,5,1,2,0.26,0.2273,0.56,0.3284,24,297,321,2012122117
17137,1356130800,38.9,31.3,56.66,24.8,0.0,12.4,9.9,99.2,Overcast,20121221,18,2012122118,17136,20121221,1,1,12,18,0,5,1,2,0.26,0.2273,0.56,0.2985,7,236,243,2012122118
17138,1356134400,40.8,33.7,45.16,21.1,0.0,12.4,9.9,89.3,Partially cloudy,20121222,19,2012122219,17161,20121222,1,1,12,19,0,6,0,1,0.24,0.2121,0.48,0.3582,9,51,60,2012122219
17139,1356138000,40.8,34.3,41.63,19.3,0.0,10.9,9.9,82.3,Partially cloudy,20121222,20,2012122220,17162,20121222,1,1,12,20,0,6,0,1,0.24,0.2424,0.48,0.1642,6,55,61,2012122220
17140,1356141600,39.3,30.4,41.57,17.9,0.0,16.8,9.9,46.4,Partially cloudy,20121222,21,2012122221,17163,20121222,1,1,12,21,0,6,0,1,0.22,0.2121,0.51,0.2836,4,49,53,2012122221
17141,1356145200,39.3,31.7,44.1,19.2,0.0,12.8,9.9,88.9,Partially cloudy,20121222,22,2012122222,17164,20121222,1,1,12,22,0,6,0,1,0.22,0.2121,0.51,0.2836,1,38,39,2012122222
17142,1356148800,39.3,31.9,45.02,19.7,0.0,12.3,9.9,86.5,Partially cloudy,20121222,23,2012122223,17165,20121222,1,1,12,23,0,6,0,1,0.22,0.2273,0.51,0.19399999999999998,3,37,40,2012122223
17143,1356152400,39.3,28.7,45.0,19.7,0.0,24.1,9.9,84.7,Partially cloudy,20121222,0,201212220,17142,20121222,1,1,12,0,0,6,0,1,0.26,0.2121,0.44,0.5821,1,30,31,201212220
17144,1356156000,39.4,30.0,44.71,19.6,0.0,18.6,9.9,84.5,Partially cloudy,20121222,1,201212221,17143,20121222,1,1,12,1,0,6,0,1,0.26,0.2121,0.44,0.4478,1,34,35,201212221
17145,1356159600,39.3,29.1,45.02,19.7,0.0,21.8,9.9,80.3,Partially cloudy,20121222,2,201212222,17144,20121222,1,1,12,2,0,6,0,1,0.26,0.2121,0.44,0.5224,0,23,23,201212222
17146,1356163200,39.3,29.8,47.49,21.0,0.0,18.9,9.9,54.2,Partially cloudy,20121222,3,201212223,17145,20121222,1,1,12,3,0,6,0,1,0.26,0.2121,0.48,0.4478,0,7,7,201212223
17147,1356166800,39.3,33.2,48.52,21.5,0.0,9.1,9.9,89.7,Partially cloudy,20121222,4,201212224,17146,20121222,1,1,12,4,0,6,0,1,0.26,0.2576,0.48,0.19399999999999998,3,2,5,201212224
17148,1356170400,39.3,30.3,47.67,21.1,0.0,17.2,9.9,86.5,Partially cloudy,20121222,5,201212225,17147,20121222,1,1,12,5,0,6,0,1,0.26,0.2273,0.48,0.4179,0,5,5,201212225
17149,1356174000,39.3,30.4,44.92,19.7,0.0,17.0,9.9,90.1,Overcast,20121222,6,201212226,17148,20121222,1,1,12,6,0,6,0,1,0.26,0.2273,0.44,0.4179,0,13,13,201212226
17150,1356177600,39.4,30.4,44.0,19.3,0.0,17.4,9.9,90.1,Overcast,20121222,7,201212227,17149,20121222,1,1,12,7,0,6,0,1,0.26,0.2273,0.44,0.4179,2,18,20,201212227
17151,1356181200,39.3,28.5,45.12,19.8,0.0,24.9,9.9,90.1,Overcast,20121222,8,201212228,17150,20121222,1,1,12,8,0,6,0,1,0.26,0.2121,0.44,0.6119,0,29,29,201212228
17152,1356184800,39.4,30.7,47.54,21.1,0.0,16.2,9.9,89.3,Partially cloudy,20121222,9,201212229,17151,20121222,1,1,12,9,0,6,0,1,0.26,0.2273,0.48,0.3881,13,77,90,201212229
17153,1356188400,39.5,31.2,46.93,20.8,0.0,14.9,9.9,86.5,Partially cloudy,20121222,10,2012122210,17152,20121222,1,1,12,10,0,6,0,1,0.26,0.2273,0.48,0.3284,13,105,118,2012122210
17154,1356192000,40.9,32.5,42.38,19.7,0.0,16.4,9.9,86.5,Partially cloudy,20121222,11,2012122211,17153,20121222,1,1,12,11,0,6,0,1,0.28,0.2576,0.41,0.3582,29,130,159,2012122211
17155,1356195600,42.7,32.6,36.42,17.9,0.0,27.5,9.9,86.1,Partially cloudy,20121222,12,2012122212,17154,20121222,1,1,12,12,0,6,0,1,0.3,0.2576,0.36,0.6567,18,128,146,2012122212
17156,1356199200,44.5,36.7,36.06,19.2,0.0,18.5,9.9,83.9,Partially cloudy,20121222,13,2012122213,17155,20121222,1,1,12,13,0,6,0,1,0.32,0.2879,0.36,0.4478,23,135,158,2012122213
17157,1356202800,44.5,36.4,36.05,19.2,0.0,20.2,9.9,44.6,Partially cloudy,20121222,14,2012122214,17156,20121222,1,1,12,14,0,6,0,1,0.32,0.2879,0.36,0.4627,20,141,161,2012122214
17158,1356206400,44.0,34.9,34.44,17.7,0.0,24.5,9.9,24.4,Partially cloudy,20121222,15,2012122215,17157,20121222,1,1,12,15,0,6,0,1,0.32,0.2727,0.33,0.5821,14,139,153,2012122215
17159,1356210000,42.7,33.4,38.62,19.2,0.0,22.9,9.9,24.4,Partially cloudy,20121222,16,2012122216,17158,20121222,1,1,12,16,0,6,0,1,0.3,0.2727,0.39,0.4478,23,124,147,2012122216
17160,1356213600,40.9,33.6,41.45,19.2,0.0,12.9,9.9,79.3,Partially cloudy,20121222,17,2012122217,17159,20121222,1,1,12,17,0,6,0,1,0.28,0.2576,0.41,0.2985,15,99,114,2012122217
17161,1356217200,39.3,29.7,44.08,19.2,0.0,19.4,9.9,24.4,Partially cloudy,20121222,18,2012122218,17160,20121222,1,1,12,18,0,6,0,1,0.26,0.2121,0.44,0.4627,7,75,82,2012122218
17162,1356220800,37.5,28.7,47.27,19.2,0.0,14.9,9.9,0.0,Clear,20121223,19,2012122319,17185,20121223,1,1,12,19,0,0,0,1,0.3,0.3333,0.42,0.0,4,54,58,2012122319
17163,1356224400,37.1,31.2,48.09,19.2,0.0,7.7,9.9,0.0,Clear,20121223,20,2012122320,17186,20121223,1,1,12,20,0,0,0,1,0.26,0.303,0.65,0.0,0,52,52,2012122320
17164,1356228000,35.6,28.7,50.89,19.2,0.0,9.1,9.9,0.0,Clear,20121223,21,2012122321,17187,20121223,1,1,12,21,0,0,0,1,0.24,0.2879,0.7,0.0,4,38,42,2012122321
17165,1356231600,35.4,27.5,51.34,19.2,0.0,11.1,9.9,0.0,Clear,20121223,22,2012122322,17188,20121223,1,1,12,22,0,0,0,1,0.24,0.2576,0.6,0.1045,5,53,58,2012122322
17166,1356235200,35.1,28.3,51.92,19.2,0.0,8.6,9.9,0.0,Clear,20121223,23,2012122323,17189,20121223,1,1,12,23,0,0,0,1,0.24,0.2879,0.6,0.0,3,22,25,2012122323
17167,1356238800,35.2,26.8,48.63,17.7,0.0,11.9,9.9,0.0,Clear,20121223,0,201212230,17166,20121223,1,1,12,0,0,0,0,1,0.22,0.2121,0.47,0.2836,3,24,27,201212230
17168,1356242400,35.0,28.2,49.14,17.8,0.0,8.6,9.9,24.4,Partially cloudy,20121223,1,201212231,17167,20121223,1,1,12,1,0,0,0,1,0.22,0.2273,0.47,0.19399999999999998,1,19,20,201212231
