instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7331,11/3/2012,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142
7332,11/3/2012,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219
7333,11/3/2012,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328
7334,11/3/2012,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340
7335,11/3/2012,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394
7336,11/3/2012,4,1,11,13,0,6,0,2,0.36,0.3333,0.46,0.3582,110,339,449
7337,11/3/2012,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455
7338,11/3/2012,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448
7339,11/3/2012,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400
7340,11/3/2012,4,1,11,17,0,6,0,2,0.36,0.3333,0.46,0.2985,112,298,410
7341,11/3/2012,4,1,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,58,239,297
7342,11/3/2012,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239
7343,11/3/2012,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,23,158,181
7344,11/3/2012,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,31,135,166
7345,11/3/2012,4,1,11,22,0,6,0,1,0.32,0.3333,0.57,0.1045,13,133,146
7346,11/3/2012,4,1,11,23,0,6,0,1,0.32,0.3333,0.57,0.1045,15,133,148
7347,11/4/2012,4,1,11,0,0,0,0,1,0.3,0.3182,0.61,0.1045,5,97,102
7348,11/4/2012,4,1,11,1,0,0,0,1,0.26,0.2879,0.81,0.0896,26,139,165
7349,11/4/2012,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0,6,31,37
7350,11/4/2012,4,1,11,3,0,0,0,1,0.28,0.2879,0.61,0.1045,1,10,11
7351,11/4/2012,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343,2,7,9
7352,11/4/2012,4,1,11,5,0,0,0,1,0.26,0.2727,0.65,0.1045,0,5,5
7353,11/4/2012,4,1,11,6,0,0,0,1,0.28,0.2879,0.61,0.1343,2,14,16
7354,11/4/2012,4,1,11,7,0,0,0,1,0.26,0.2727,0.65,0.1045,11,39,50
7355,11/4/2012,4,1,11,8,0,0,0,1,0.3,0.303,0.56,0.1343,34,115,149
7356,11/4/2012,4,1,11,9,0,0,0,1,0.32,0.3333,0.53,0,56,161,217
7357,11/4/2012,4,1,11,10,0,0,0,1,0.34,0.3333,0.49,0.194,73,287,360
7358,11/4/2012,4,1,11,11,0,0,0,1,0.38,0.3939,0.46,0.2239,134,311,445
7359,11/4/2012,4,1,11,12,0,0,0,1,0.38,0.3939,0.46,0.2239,150,354,504
7360,11/4/2012,4,1,11,13,0,0,0,1,0.4,0.4091,0.43,0.2239,122,371,493
7361,11/4/2012,4,1,11,14,0,0,0,1,0.4,0.4091,0.4,0.194,149,360,509
7362,11/4/2012,4,1,11,15,0,0,0,1,0.4,0.4091,0.4,0.2239,149,300,449
7363,11/4/2012,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,119,316,435
7364,11/4/2012,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.194,57,270,327
7365,11/4/2012,4,1,11,18,0,0,0,1,0.36,0.3485,0.43,0.2239,31,206,237
7366,11/4/2012,4,1,11,19,0,0,0,1,0.36,0.3333,0.43,0.2537,24,203,227
7367,11/4/2012,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141
7368,11/4/2012,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,16,71,87
7369,11/4/2012,4,1,11,22,0,0,0,1,0.3,0.2879,0.52,0.2836,15,64,79
7370,11/4/2012,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642,12,41,53
7371,11/5/2012,4,1,11,0,0,1,1,2,0.3,0.2879,0.56,0.194,3,20,23
7372,11/5/2012,4,1,11,1,0,1,1,2,0.3,0.303,0.56,0.1642,0,8,8
7373,11/5/2012,4,1,11,2,0,1,1,2,0.3,0.303,0.56,0.1642,2,4,6
7374,11/5/2012,4,1,11,3,0,1,1,2,0.3,0.2879,0.56,0.2239,1,3,4
7375,11/5/2012,4,1,11,4,0,1,1,2,0.3,0.2879,0.52,0.2537,5,11,16
7376,11/5/2012,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39
7377,11/5/2012,4,1,11,6,0,1,1,2,0.3,0.2879,0.49,0.2836,4,135,139
7378,11/5/2012,4,1,11,7,0,1,1,2,0.3,0.2879,0.49,0.2537,8,453,461
7379,11/5/2012,4,1,11,8,0,1,1,2,0.3,0.2879,0.49,0.2239,19,629,648
7380,11/5/2012,4,1,11,9,0,1,1,2,0.3,0.2879,0.52,0.2836,18,239,257
7381,11/5/2012,4,1,11,10,0,1,1,1,0.32,0.303,0.49,0.2836,30,112,142
7382,11/5/2012,4,1,11,11,0,1,1,1,0.34,0.3182,0.46,0.2239,31,119,150
7383,11/5/2012,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244
7384,11/5/2012,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,39,183,222
7385,11/5/2012,4,1,11,14,0,1,1,1,0.38,0.3939,0.4,0.1642,31,165,196
7386,11/5/2012,4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,24,207,231
7387,11/5/2012,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360
7388,11/5/2012,4,1,11,17,0,1,1,1,0.34,0.3182,0.46,0.2239,34,604,638
7389,11/5/2012,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523,542
7390,11/5/2012,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,11,361,372
7391,11/5/2012,4,1,11,20,0,1,1,1,0.32,0.303,0.49,0.2537,13,228,241
7392,11/5/2012,4,1,11,21,0,1,1,1,0.3,0.2879,0.52,0.2836,8,144,152
7393,11/5/2012,4,1,11,22,0,1,1,1,0.28,0.2727,0.56,0.194,4,111,115
7394,11/5/2012,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53
7395,11/6/2012,4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,1,18,19
7396,11/6/2012,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8
7397,11/6/2012,4,1,11,2,0,2,1,1,0.24,0.2576,0.65,0.0896,0,2,2
7398,11/6/2012,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,0,4,4
7399,11/6/2012,4,1,11,4,0,2,1,1,0.22,0.2576,0.69,0.0896,0,7,7
7400,11/6/2012,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,1,40,41
7401,11/6/2012,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149
7402,11/6/2012,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387
7403,11/6/2012,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,588
7404,11/6/2012,4,1,11,9,0,2,1,1,0.26,0.2576,0.6,0.1642,25,338,363
7405,11/6/2012,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230
7406,11/6/2012,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216
7407,11/6/2012,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248
7408,11/6/2012,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278
7409,11/6/2012,4,1,11,14,0,2,1,1,0.36,0.3636,0.4,0.1045,44,196,240
7410,11/6/2012,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272
7411,11/6/2012,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,33,369,402
7412,11/6/2012,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,597,627
7413,11/6/2012,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,20,477,497
7414,11/6/2012,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371
7415,11/6/2012,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228
7416,11/6/2012,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151
7417,11/6/2012,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153
7418,11/6/2012,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205
7419,11/7/2012,4,1,11,0,0,3,1,2,0.3,0.2879,0.56,0.2836,49,234,283
7420,11/7/2012,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92
7421,11/7/2012,4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74
7422,11/7/2012,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11
7423,11/7/2012,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,0,9,9
7424,11/7/2012,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27
7425,11/7/2012,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,3,115,118
7426,11/7/2012,4,1,11,7,0,3,1,2,0.26,0.2273,0.56,0.2985,5,314,319
7427,11/7/2012,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,601
7428,11/7/2012,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351,368
7429,11/7/2012,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,27,151,178
7430,11/7/2012,4,1,11,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,132,147
7431,11/7/2012,4,1,11,12,0,3,1,2,0.32,0.303,0.53,0.2836,24,188,212
7432,11/7/2012,4,1,11,13,0,3,1,2,0.32,0.303,0.53,0.2537,23,158,181
7433,11/7/2012,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,19,142,161
7434,11/7/2012,4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198
7435,11/7/2012,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,23,250,273
7436,11/7/2012,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,16,501,517
7437,11/7/2012,4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,17,448,465
7438,11/7/2012,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,17,302,319
7439,11/7/2012,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256
7440,11/7/2012,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,5,121,126
7441,11/7/2012,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,4,56,60
7442,11/7/2012,4,1,11,23,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40
7443,11/8/2012,4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15
7444,11/8/2012,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,1,11,12
7445,11/8/2012,4,1,11,2,0,4,1,2,0.3,0.2879,0.49,0.2239,1,5,6
7446,11/8/2012,4,1,11,4,0,4,1,2,0.3,0.2879,0.45,0.2836,1,9,10
7447,11/8/2012,4,1,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,0,35,35
7448,11/8/2012,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239,2,122,124
7449,11/8/2012,4,1,11,7,0,4,1,1,0.28,0.2576,0.36,0.3881,12,411,423
7450,11/8/2012,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,668
7451,11/8/2012,4,1,11,9,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275
7452,11/8/2012,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161
7453,11/8/2012,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,16,155,171
7454,11/8/2012,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235
7455,11/8/2012,4,1,11,13,0,4,1,1,0.44,0.4394,0.18,0.4179,33,195,228
7456,11/8/2012,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182
7457,11/8/2012,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233
7458,11/8/2012,4,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,339
7459,11/8/2012,4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,592
7460,11/8/2012,4,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,16,491,507
7461,11/8/2012,4,1,11,19,0,4,1,1,0.38,0.3939,0.27,0.3582,14,359,373
7462,11/8/2012,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245
7463,11/8/2012,4,1,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233
7464,11/8/2012,4,1,11,22,0,4,1,1,0.34,0.303,0.42,0.2985,14,147,161
7465,11/8/2012,4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,5,82,87
7466,11/9/2012,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55
7467,11/9/2012,4,1,11,1,0,5,1,1,0.32,0.303,0.53,0.2836,3,17,20
7468,11/9/2012,4,1,11,2,0,5,1,1,0.32,0.303,0.53,0.2537,1,11,12
7469,11/9/2012,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179,3,6,9
7470,11/9/2012,4,1,11,4,0,5,1,1,0.32,0.2879,0.53,0.3582,0,14,14
7471,11/9/2012,4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.194,2,25,27
7472,11/9/2012,4,1,11,6,0,5,1,1,0.26,0.2727,0.65,0.1045,5,126,131
7473,11/9/2012,4,1,11,7,0,5,1,1,0.26,0.2727,0.65,0.1343,9,332,341
7474,11/9/2012,4,1,11,8,0,5,1,1,0.32,0.3182,0.57,0.1642,25,668,693
7475,11/9/2012,4,1,11,9,0,5,1,1,0.34,0.303,0.53,0.4179,23,304,327
7476,11/9/2012,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,34,163,197
7477,11/9/2012,4,1,11,11,0,5,1,1,0.4,0.4091,0.47,0.2985,66,185,251
7478,11/9/2012,4,1,11,12,0,5,1,1,0.44,0.4394,0.41,0.3284,48,214,262
7479,11/9/2012,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2985,62,237,299
7480,11/9/2012,4,1,11,14,0,5,1,1,0.46,0.4545,0.38,0.194,67,207,274
7481,11/9/2012,4,1,11,15,0,5,1,1,0.46,0.4545,0.36,0.2239,78,278,356
7482,11/9/2012,4,1,11,16,0,5,1,1,0.46,0.4545,0.38,0.1642,57,377,434
7483,11/9/2012,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593,654
7484,11/9/2012,4,1,11,18,0,5,1,1,0.42,0.4242,0.44,0.1045,46,450,496
7485,11/9/2012,4,1,11,19,0,5,1,1,0.34,0.3485,0.71,0.0896,30,331,361
7486,11/9/2012,4,1,11,20,0,5,1,1,0.36,0.3485,0.66,0.1343,20,235,255
7487,11/9/2012,4,1,11,21,0,5,1,1,0.34,0.3636,0.76,0,23,176,199
7488,11/9/2012,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,17,146,163
7489,11/9/2012,4,1,11,23,0,5,1,1,0.32,0.3333,0.81,0.0896,20,142,162
7490,11/10/2012,4,1,11,0,0,6,0,1,0.32,0.3333,0.76,0.0896,16,106,122
7491,11/10/2012,4,1,11,1,0,6,0,1,0.3,0.3182,0.81,0.0896,8,68,76
7492,11/10/2012,4,1,11,2,0,6,0,1,0.32,0.3485,0.81,0,2,42,44
7493,11/10/2012,4,1,11,3,0,6,0,1,0.3,0.3333,0.81,0,9,11,20
7494,11/10/2012,4,1,11,4,0,6,0,1,0.26,0.2727,0.87,0.1045,2,4,6
7495,11/10/2012,4,1,11,5,0,6,0,1,0.28,0.3182,0.87,0,1,9,10
7496,11/10/2012,4,1,11,6,0,6,0,1,0.24,0.2576,0.93,0.0896,5,11,16
7497,11/10/2012,4,1,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,14,57,71
7498,11/10/2012,4,1,11,8,0,6,0,1,0.32,0.3485,0.76,0,16,130,146
7499,11/10/2012,4,1,11,9,0,6,0,1,0.36,0.3485,0.66,0.194,43,216,259
7500,11/10/2012,4,1,11,10,0,6,0,1,0.4,0.4091,0.58,0,86,264,350
7501,11/10/2012,4,1,11,11,0,6,0,1,0.4,0.4091,0.58,0.1045,143,323,466
7502,11/10/2012,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0,258,348,606
7503,11/10/2012,4,1,11,13,0,6,0,1,0.52,0.5,0.39,0,268,383,651
7504,11/10/2012,4,1,11,14,0,6,0,1,0.54,0.5152,0.37,0,280,347,627
7505,11/10/2012,4,1,11,15,0,6,0,1,0.52,0.5,0.45,0,216,351,567
7506,11/10/2012,4,1,11,16,0,6,0,1,0.54,0.5152,0.37,0,227,378,605
7507,11/10/2012,4,1,11,17,0,6,0,1,0.5,0.4848,0.45,0.194,183,318,501
7508,11/10/2012,4,1,11,18,0,6,0,1,0.44,0.4394,0.54,0.1343,103,256,359
7509,11/10/2012,4,1,11,19,0,6,0,1,0.46,0.4545,0.51,0.0896,55,228,283
7510,11/10/2012,4,1,11,20,0,6,0,1,0.44,0.4394,0.54,0,39,153,192
7511,11/10/2012,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0,51,169,220
7512,11/10/2012,4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193
7513,11/10/2012,4,1,11,23,0,6,0,1,0.36,0.3636,0.71,0.1045,26,120,146
7514,11/11/2012,4,1,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,14,110,124
7515,11/11/2012,4,1,11,1,0,0,0,1,0.34,0.3485,0.76,0.0896,26,82,108
7516,11/11/2012,4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045,12,58,70
7517,11/11/2012,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0,9,39,48
7518,11/11/2012,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,5,6,11
7519,11/11/2012,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,0,12,12
7520,11/11/2012,4,1,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,3,16,19
7521,11/11/2012,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68
7522,11/11/2012,4,1,11,8,0,0,0,1,0.32,0.3333,0.87,0.1045,32,87,119
7523,11/11/2012,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0,94,179,273
7524,11/11/2012,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405
7525,11/11/2012,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504
7526,11/11/2012,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585
7527,11/11/2012,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686
7528,11/11/2012,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654
7529,11/11/2012,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724
7530,11/11/2012,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653
7531,11/11/2012,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493
7532,11/11/2012,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405
7533,11/11/2012,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277
7534,11/11/2012,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200
7535,11/11/2012,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171
7536,11/11/2012,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134
7537,11/11/2012,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109
7538,11/12/2012,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49
7539,11/12/2012,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30
7540,11/12/2012,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20
7541,11/12/2012,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4
7542,11/12/2012,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4
7543,11/12/2012,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0,1,23,24
7544,11/12/2012,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71
7545,11/12/2012,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0,16,248,264
7546,11/12/2012,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540
7547,11/12/2012,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397
7548,11/12/2012,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266
7549,11/12/2012,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367
7550,11/12/2012,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419
7551,11/12/2012,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420
7552,11/12/2012,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444
7553,11/12/2012,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382
7554,11/12/2012,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434
7555,11/12/2012,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596
7556,11/12/2012,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551
7557,11/12/2012,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353
7558,11/12/2012,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304
7559,11/12/2012,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155
7560,11/12/2012,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112
7561,11/12/2012,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63
7562,11/13/2012,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23
7563,11/13/2012,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5
7564,11/13/2012,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11
7565,11/13/2012,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5
7566,11/13/2012,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9
7567,11/13/2012,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18
7568,11/13/2012,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50
7569,11/13/2012,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107
7570,11/13/2012,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211
7571,11/13/2012,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110
7572,11/13/2012,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94
7573,11/13/2012,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155
7574,11/13/2012,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196
7575,11/13/2012,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218
7576,11/13/2012,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203
7577,11/13/2012,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217
7578,11/13/2012,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310
7579,11/13/2012,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608
7580,11/13/2012,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559
7581,11/13/2012,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356
7582,11/13/2012,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223
7583,11/13/2012,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187
7584,11/13/2012,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135
7585,11/13/2012,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84
7586,11/14/2012,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24
7587,11/14/2012,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12
7588,11/14/2012,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1
7589,11/14/2012,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5
7590,11/14/2012,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6
7591,11/14/2012,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39
7592,11/14/2012,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146
7593,11/14/2012,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415
7594,11/14/2012,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691
7595,11/14/2012,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332
7596,11/14/2012,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171
7597,11/14/2012,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151
7598,11/14/2012,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0,40,200,240
7599,11/14/2012,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214
7600,11/14/2012,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181
7601,11/14/2012,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260
7602,11/14/2012,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321
7603,11/14/2012,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583
7604,11/14/2012,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567
7605,11/14/2012,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396
7606,11/14/2012,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267
7607,11/14/2012,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0,5,208,213
7608,11/14/2012,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0,6,167,173
7609,11/14/2012,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87
7610,11/15/2012,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0,1,33,34
7611,11/15/2012,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16
