instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
16155,20121110,4,1,11,20,0,6,0,1,0.44,0.4394,0.54,0,39,153,192,2012111020
16156,20121110,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0,51,169,220,2012111021
16157,20121110,4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193,2012111022
16158,20121110,4,1,11,23,0,6,0,1,0.36,0.3636,0.71,0.1045,26,120,146,2012111023
16159,20121111,4,1,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,14,110,124,201211110
16160,20121111,4,1,11,1,0,0,0,1,0.34,0.3485,0.76,0.0896,26,82,108,201211111
16161,20121111,4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045,12,58,70,201211112
16162,20121111,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0,9,39,48,201211113
16163,20121111,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,5,6,11,201211114
16164,20121111,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,0,12,12,201211115
16165,20121111,4,1,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,3,16,19,201211116
16166,20121111,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68,201211117
16167,20121111,4,1,11,8,0,0,0,1,0.32,0.3333,0.87,0.1045,32,87,119,201211118
16168,20121111,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0,94,179,273,201211119
16169,20121111,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405,2012111110
16170,20121111,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504,2012111111
16171,20121111,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585,2012111112
16172,20121111,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686,2012111113
16173,20121111,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654,2012111114
16174,20121111,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724,2012111115
16175,20121111,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,2012111116
16176,20121111,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493,2012111117
16177,20121111,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405,2012111118
16178,20121111,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277,2012111119
16179,20121111,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200,2012111120
16180,20121111,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171,2012111121
16181,20121111,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134,2012111122
16182,20121111,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109,2012111123
16183,20121112,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49,201211120
16184,20121112,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30,201211121
16185,20121112,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,201211122
16186,20121112,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4,201211123
16187,20121112,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4,201211124
16188,20121112,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0,1,23,24,201211125
16189,20121112,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71,201211126
16190,20121112,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0,16,248,264,201211127
16191,20121112,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540,201211128
16192,20121112,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397,201211129
16193,20121112,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,2012111210
16194,20121112,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367,2012111211
16195,20121112,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419,2012111212
16196,20121112,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,2012111213
16197,20121112,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444,2012111214
16198,20121112,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382,2012111215
16199,20121112,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434,2012111216
16200,20121112,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596,2012111217
16201,20121112,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,2012111218
16202,20121112,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353,2012111219
16203,20121112,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304,2012111220
16204,20121112,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155,2012111221
16205,20121112,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112,2012111222
16206,20121112,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,2012111223
16207,20121113,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,201211130
16208,20121113,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5,201211131
16209,20121113,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11,201211132
16210,20121113,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5,201211133
16211,20121113,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9,201211134
16212,20121113,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18,201211135
16213,20121113,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50,201211136
16214,20121113,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107,201211137
16215,20121113,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211,201211138
16216,20121113,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110,201211139
16217,20121113,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94,2012111310
16218,20121113,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155,2012111311
16219,20121113,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196,2012111312
16220,20121113,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218,2012111313
16221,20121113,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203,2012111314
16222,20121113,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217,2012111315
16223,20121113,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310,2012111316
16224,20121113,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608,2012111317
16225,20121113,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559,2012111318
16226,20121113,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356,2012111319
16227,20121113,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223,2012111320
16228,20121113,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187,2012111321
16229,20121113,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135,2012111322
16230,20121113,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84,2012111323
16231,20121114,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,201211140
16232,20121114,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12,201211141
16233,20121114,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1,201211142
16234,20121114,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5,201211143
16235,20121114,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6,201211144
16236,20121114,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39,201211145
16237,20121114,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146,201211146
16238,20121114,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415,201211147
16239,20121114,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691,201211148
16240,20121114,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332,201211149
16241,20121114,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171,2012111410
16242,20121114,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151,2012111411
16243,20121114,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0,40,200,240,2012111412
16244,20121114,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214,2012111413
16245,20121114,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181,2012111414
16246,20121114,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260,2012111415
16247,20121114,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321,2012111416
16248,20121114,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583,2012111417
16249,20121114,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567,2012111418
16250,20121114,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,2012111419
16251,20121114,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267,2012111420
16252,20121114,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0,5,208,213,2012111421
16253,20121114,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0,6,167,173,2012111422
16254,20121114,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87,2012111423
16255,20121115,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0,1,33,34,201211150
16256,20121115,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16,201211151
16257,20121115,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7,201211152
16258,20121115,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2,201211153
16259,20121115,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5,201211154
16260,20121115,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,201211155
16261,20121115,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147,201211156
16262,20121115,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410,201211157
16263,20121115,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646,201211158
16264,20121115,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323,201211159
16265,20121115,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,2012111510
16266,20121115,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,2012111511
16267,20121115,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,2012111512
16268,20121115,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,2012111513
16269,20121115,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,2012111514
16270,20121115,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,2012111515
16271,20121115,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,2012111516
16272,20121115,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,2012111517
16273,20121115,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,2012111518
16274,20121115,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,2012111519
16275,20121115,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,2012111520
16276,20121115,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,2012111521
16277,20121115,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,2012111522
16278,20121115,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,2012111523
16279,20121116,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,201211160
16280,20121116,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,201211161
16281,20121116,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,201211162
16282,20121116,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,201211163
16283,20121116,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,201211164
16284,20121116,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,201211165
16285,20121116,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,201211166
16286,20121116,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,201211167
16287,20121116,4,1,11,8,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711,201211168
16288,20121116,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351,201211169
16289,20121116,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198,2012111610
16290,20121116,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218,2012111611
16291,20121116,4,1,11,12,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290,2012111612
16292,20121116,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278,2012111613
16293,20121116,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251,2012111614
16294,20121116,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267,2012111615
16295,20121116,4,1,11,16,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383,2012111616
16296,20121116,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580,2012111617
16297,20121116,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505,2012111618
16298,20121116,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332,2012111619
16299,20121116,4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227,2012111620
16300,20121116,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178,2012111621
16301,20121116,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162,2012111622
16302,20121116,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,2012111623
16303,20121117,4,1,11,0,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106,201211170
16304,20121117,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87,201211171
16305,20121117,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49,201211172
16306,20121117,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,201211173
16307,20121117,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7,201211174
16308,20121117,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11,201211175
16309,20121117,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,0,21,21,201211176
16310,20121117,4,1,11,7,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78,201211177
16311,20121117,4,1,11,8,0,6,0,1,0.26,0.2576,0.65,0.2239,30,138,168,201211178
16312,20121117,4,1,11,9,0,6,0,1,0.34,0.3182,0.49,0.2239,48,200,248,201211179
16313,20121117,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320,2012111710
16314,20121117,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343,423,2012111711
16315,20121117,4,1,11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476,2012111712
16316,20121117,4,1,11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,525,2012111713
16317,20121117,4,1,11,14,0,6,0,1,0.42,0.4242,0.38,0.194,175,380,555,2012111714
16318,20121117,4,1,11,15,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,549,2012111715
16319,20121117,4,1,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,469,2012111716
16320,20121117,4,1,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,101,302,403,2012111717
16321,20121117,4,1,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271,2012111718
16322,20121117,4,1,11,19,0,6,0,1,0.34,0.3485,0.53,0.0896,45,208,253,2012111719
16323,20121117,4,1,11,20,0,6,0,2,0.34,0.3485,0.66,0.0896,30,142,172,2012111720
16324,20121117,4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,15,124,139,2012111721
16325,20121117,4,1,11,22,0,6,0,2,0.32,0.3333,0.57,0.1045,15,130,145,2012111722
16326,20121117,4,1,11,23,0,6,0,2,0.3,0.3182,0.7,0.1045,19,114,133,2012111723
16327,20121118,4,1,11,0,0,0,0,2,0.3,0.303,0.7,0.1642,11,118,129,201211180
16328,20121118,4,1,11,1,0,0,0,1,0.3,0.2879,0.7,0.194,14,81,95,201211181
16329,20121118,4,1,11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,73,201211182
16330,20121118,4,1,11,3,0,0,0,2,0.3,0.303,0.81,0.1642,9,37,46,201211183
16331,20121118,4,1,11,4,0,0,0,2,0.3,0.2879,0.81,0.194,4,8,12,201211184
16332,20121118,4,1,11,5,0,0,0,1,0.28,0.2879,0.81,0.1343,5,7,12,201211185
16333,20121118,4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,2,13,15,201211186
16334,20121118,4,1,11,7,0,0,0,1,0.28,0.2727,0.81,0.194,3,39,42,201211187
16335,20121118,4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,19,100,119,201211188
16336,20121118,4,1,11,9,0,0,0,1,0.32,0.303,0.7,0.2537,49,155,204,201211189
16337,20121118,4,1,11,10,0,0,0,1,0.34,0.303,0.66,0.2985,79,250,329,2012111810
16338,20121118,4,1,11,11,0,0,0,1,0.38,0.3939,0.62,0.2836,92,267,359,2012111811
16339,20121118,4,1,11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,101,341,442,2012111812
16340,20121118,4,1,11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447,2012111813
16341,20121118,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428,2012111814
16342,20121118,4,1,11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,407,2012111815
16343,20121118,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372,2012111816
16344,20121118,4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,48,232,280,2012111817
16345,20121118,4,1,11,18,0,0,0,1,0.36,0.3485,0.66,0.2239,36,240,276,2012111818
16346,20121118,4,1,11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,210,2012111819
16347,20121118,4,1,11,20,0,0,0,1,0.36,0.3485,0.66,0.1642,9,120,129,2012111820
16348,20121118,4,1,11,21,0,0,0,1,0.36,0.3333,0.66,0.2537,17,93,110,2012111821
16349,20121118,4,1,11,22,0,0,0,2,0.36,0.3333,0.66,0.2537,8,66,74,2012111822
16350,20121118,4,1,11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,59,2012111823
16351,20121119,4,1,11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,27,201211190
16352,20121119,4,1,11,1,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,19,201211191
16353,20121119,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5,201211192
16354,20121119,4,1,11,3,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,2,201211193
16355,20121119,4,1,11,4,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,12,201211194
16356,20121119,4,1,11,5,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,39,201211195
16357,20121119,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131,201211196
16358,20121119,4,1,11,7,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,386,201211197
16359,20121119,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663,201211198
16360,20121119,4,1,11,9,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,278,201211199
16361,20121119,4,1,11,10,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,139,2012111910
16362,20121119,4,1,11,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,197,2012111911
16363,20121119,4,1,11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,242,2012111912
16364,20121119,4,1,11,13,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,251,2012111913
16365,20121119,4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217,2012111914
16366,20121119,4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257,2012111915
16367,20121119,4,1,11,16,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,380,2012111916
16368,20121119,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619,2012111917
16369,20121119,4,1,11,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580,2012111918
16370,20121119,4,1,11,19,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,406,2012111919
16371,20121119,4,1,11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259,2012111920
16372,20121119,4,1,11,21,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,203,2012111921
16373,20121119,4,1,11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,113,2012111922
16374,20121119,4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,74,2012111923
16375,20121120,4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29,201211200
16376,20121120,4,1,11,1,0,2,1,1,0.34,0.3485,0.66,0.1045,3,10,13,201211201
16377,20121120,4,1,11,2,0,2,1,2,0.32,0.3333,0.76,0.0896,0,5,5,201211202
16378,20121120,4,1,11,3,0,2,1,2,0.34,0.3485,0.71,0.1045,0,2,2,201211203
16379,20121120,4,1,11,4,0,2,1,2,0.34,0.3333,0.66,0.194,0,6,6,201211204
16380,20121120,4,1,11,5,0,2,1,2,0.34,0.3333,0.66,0.1343,2,32,34,201211205
16381,20121120,4,1,11,6,0,2,1,2,0.34,0.3333,0.71,0.1642,2,146,148,201211206
16382,20121120,4,1,11,7,0,2,1,1,0.32,0.3333,0.76,0.0896,7,411,418,201211207
16383,20121120,4,1,11,8,0,2,1,1,0.34,0.3333,0.71,0.1343,16,649,665,201211208
16384,20121120,4,1,11,9,0,2,1,2,0.36,0.3788,0.71,0,28,298,326,201211209
16385,20121120,4,1,11,10,0,2,1,2,0.4,0.4091,0.66,0.0896,32,144,176,2012112010
16386,20121120,4,1,11,11,0,2,1,2,0.42,0.4242,0.67,0.0896,45,160,205,2012112011
16387,20121120,4,1,11,12,0,2,1,2,0.42,0.4242,0.67,0,70,243,313,2012112012
16388,20121120,4,1,11,13,0,2,1,2,0.44,0.4394,0.58,0,49,218,267,2012112013
16389,20121120,4,1,11,14,0,2,1,2,0.44,0.4394,0.58,0.1045,47,177,224,2012112014
16390,20121120,4,1,11,15,0,2,1,2,0.46,0.4545,0.55,0.1045,61,226,287,2012112015
16391,20121120,4,1,11,16,0,2,1,2,0.42,0.4242,0.62,0.0896,60,335,395,2012112016
16392,20121120,4,1,11,17,0,2,1,2,0.4,0.4091,0.71,0.1642,37,553,590,2012112017
16393,20121120,4,1,11,18,0,2,1,2,0.4,0.4091,0.66,0.0896,16,534,550,2012112018
16394,20121120,4,1,11,19,0,2,1,2,0.4,0.4091,0.71,0,23,361,384,2012112019
16395,20121120,4,1,11,20,0,2,1,2,0.38,0.3939,0.76,0,11,224,235,2012112020
16396,20121120,4,1,11,21,0,2,1,1,0.36,0.3788,0.71,0,14,143,157,2012112021
16397,20121120,4,1,11,22,0,2,1,1,0.36,0.3788,0.71,0,7,115,122,2012112022
16398,20121120,4,1,11,23,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,83,2012112023
16399,20121121,4,1,11,0,0,3,1,1,0.34,0.3636,0.81,0,1,25,26,201211210
16400,20121121,4,1,11,1,0,3,1,1,0.32,0.3333,0.81,0.1045,1,13,14,201211211
16401,20121121,4,1,11,2,0,3,1,1,0.28,0.2879,0.87,0.1045,2,6,8,201211212
16402,20121121,4,1,11,3,0,3,1,1,0.28,0.2879,0.87,0.1045,0,2,2,201211213
16403,20121121,4,1,11,4,0,3,1,1,0.28,0.2879,0.87,0.1045,0,10,10,201211214
16404,20121121,4,1,11,5,0,3,1,1,0.28,0.2879,0.87,0.1045,1,28,29,201211215
16405,20121121,4,1,11,6,0,3,1,1,0.28,0.303,0.87,0.0896,2,99,101,201211216
16406,20121121,4,1,11,7,0,3,1,1,0.26,0.2879,0.87,0.0896,11,262,273,201211217
16407,20121121,4,1,11,8,0,3,1,2,0.28,0.303,0.81,0.0896,12,539,551,201211218
16408,20121121,4,1,11,9,0,3,1,1,0.32,0.3333,0.76,0.0896,45,320,365,201211219
16409,20121121,4,1,11,10,0,3,1,1,0.36,0.3788,0.62,0,22,150,172,2012112110
16410,20121121,4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.194,43,198,241,2012112111
16411,20121121,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.194,74,270,344,2012112112
16412,20121121,4,1,11,13,0,3,1,1,0.44,0.4394,0.35,0.2239,70,295,365,2012112113
16413,20121121,4,1,11,14,0,3,1,1,0.46,0.4545,0.33,0.194,84,329,413,2012112114
16414,20121121,4,1,11,15,0,3,1,1,0.46,0.4545,0.36,0.0896,68,381,449,2012112115
16415,20121121,4,1,11,16,0,3,1,1,0.44,0.4394,0.33,0.1343,59,410,469,2012112116
16416,20121121,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374,2012112117
16417,20121121,4,1,11,18,0,3,1,1,0.42,0.4242,0.38,0.1045,24,287,311,2012112118
16418,20121121,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194,23,220,243,2012112119
16419,20121121,4,1,11,20,0,3,1,1,0.34,0.3485,0.61,0.1045,11,125,136,2012112120
16420,20121121,4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0,8,97,105,2012112121
16421,20121121,4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0,6,82,88,2012112122
16422,20121121,4,1,11,23,0,3,1,1,0.32,0.3485,0.61,0,7,50,57,2012112123
16423,20121122,4,1,11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,3,43,46,201211220
16424,20121122,4,1,11,1,1,4,0,1,0.28,0.303,0.65,0.0896,5,37,42,201211221
16425,20121122,4,1,11,2,1,4,0,1,0.24,0.2576,0.75,0.0896,3,15,18,201211222
16426,20121122,4,1,11,3,1,4,0,1,0.24,0.2576,0.75,0.1045,0,6,6,201211223
